relationship_name,victim_age,victim_race,victim_sex,victim_ethnicity,offender_age,offender_sex,offender_ethnicity,offender_race,location_name,offense_name,crime_against,ct_flag,hc_flag,offense_category_name,incident_hour,month_num,latitude,longitude
15,3.5263605246161616,5,0,0,3.5553480614894135,1,0,5,22,30,0,0,1,1,14.0,1,-74.67087147889526,39.532647790070016
24,3.4339872044851463,5,0,0,3.4657359027997265,0,1,2,24,30,0,0,1,1,12.0,1,-74.79014386693385,39.524364187019735
1,3.4339872044851463,5,1,1,3.258096538021482,1,1,5,35,30,0,0,1,1,20.0,1,-74.70899342687487,39.549516261013494
24,4.143134726391533,5,1,1,4.0943445622221,1,1,5,35,1,1,1,0,12,13.0,1,-74.7336087520596,39.57304237950262
4,3.1354942159291497,2,0,1,3.970291913552122,0,1,2,35,30,0,0,1,1,0.0,1,-74.68218309416092,39.52924775688605
13,3.6375861597263857,5,0,0,3.4657359027997265,1,0,5,35,30,0,0,1,1,6.0,7,-74.67032082938883,39.89215758625407
20,3.970291913552122,5,0,1,3.258096538021482,1,2,5,24,30,0,0,1,1,7.0,8,-74.70032739442216,39.83530109012026
3,3.367295829986474,2,0,1,3.6375861597263857,1,1,2,35,30,0,0,1,1,10.0,1,-74.71600676603464,39.52435037573939
20,4.07753744390572,5,1,1,3.8066624897703196,1,1,5,35,30,0,0,1,1,18.0,2,-74.68194718836537,39.59923900576688
1,3.6375861597263857,5,1,1,3.713572066704308,1,1,5,35,21,1,1,1,13,6.0,8,-74.69681508268638,39.849475642201
1,3.6375861597263857,5,1,1,3.713572066704308,1,1,5,35,21,1,1,1,13,6.0,8,-74.7557512887344,39.76862301652601
23,3.4339872044851463,5,0,1,3.4965075614664802,1,1,2,35,1,1,1,0,12,22.0,9,-74.7303037051506,39.86005408593959
20,4.5217885770490405,5,1,1,3.4339872044851463,1,0,5,35,1,1,1,0,12,15.0,9,-74.77111348841835,39.89258008244629
1,3.9512437185814275,5,0,1,4.248495242049359,1,1,5,35,1,1,1,0,12,21.0,9,-74.64371969622327,39.91586385099877
20,4.2626798770413155,5,0,1,3.4339872044851463,1,0,5,13,21,1,1,1,13,4.0,9,-74.67055752111189,39.866013112403465
20,4.2626798770413155,5,0,1,3.4339872044851463,1,0,5,13,21,1,1,1,13,4.0,9,-74.6682982755008,39.840454148485215
20,4.0943445622221,2,1,3,3.8501476017100584,1,0,5,10,37,1,0,0,12,11.0,9,-74.74376452469933,39.909110408333135
24,3.6635616461296463,2,1,1,4.02535169073515,0,1,2,22,30,0,0,1,1,23.0,10,-74.78696249868244,39.90034179876055
20,3.6635616461296463,5,1,1,3.7612001156935624,1,0,2,25,4,1,1,1,3,9.0,10,-74.69324927448167,39.850036318371785
3,3.258096538021482,2,0,2,3.258096538021482,1,2,2,25,26,0,0,1,15,0.0,11,-74.70508508070482,39.820671633420524
3,3.4965075614664802,2,0,1,3.4011973816621555,0,1,2,25,30,0,0,1,1,12.0,11,-74.64550053922177,39.832366284084294
1,2.8903717578961645,2,0,1,2.995732273553991,1,0,5,25,26,0,0,1,15,23.0,2,-74.73451309318904,39.60088277704394
