data_year,weapon_id,offense_id,nibrs_weapon_id
2022,41,181408095,
2022,21,198429620,
2022,42,182795471,
2022,41,178809258,
2022,42,183984606,
2022,42,178397187,
2022,41,182643266,
2022,41,178294863,
2022,42,186970428,
2022,42,186970430,
2022,41,183967250,
2022,41,185435462,
2022,42,178955578,
2022,42,189001692,
2022,41,202957071,
2022,41,202957072,
2022,41,202658683,
2022,21,188830431,
2022,9,178878655,
2022,41,187377674,
2022,41,181489388,
2022,41,181489390,
2022,38,181489409,
2022,31,181489411,
2022,38,181489428,
2022,41,181489429,
2022,21,181489430,
2022,21,181489431,
2022,41,181489441,
2022,41,178354261,
2022,41,184370391,
2022,41,186066745,
