data_year,bias_id,offense_id
2022,88,191132773
2022,88,191132774
2022,88,191132775
2022,88,191132776
2022,88,191132777
2022,88,191132778
2022,88,191132779
2022,88,191132780
2022,88,191132781
2022,88,191053829
2022,88,191053830
2022,88,178830979
2022,88,178858265
2022,88,178858267
2022,88,178858269
2022,88,178858271
2022,88,178858273
2022,88,178858274
2022,88,178858277
2022,88,178858279
2022,88,178858281
2022,88,178858283
2022,88,178858286
2022,88,178858287
2022,88,178858289
2022,88,179019305
2022,88,191053833
2022,88,191053834
2022,88,191053836
2022,88,191053837
2022,88,191053839
2022,88,191053840
2022,88,191053842
2022,88,191053843
2022,88,191053844
2022,88,191053846
2022,88,191053847
2022,88,191053849
2022,88,191053851
2022,88,191053853
2022,88,191053854
2022,88,191053856
2022,88,191053857
2022,88,191053859
2022,88,191053860
2022,88,191053862
2022,88,191053863
2022,88,191053865
2022,88,191053866
2022,88,191053867
2022,88,191053869
2022,88,191053870
2022,88,191053872
2022,88,191053873
2022,88,191053874
2022,88,191053876
2022,88,191053877
2022,88,191053879
2022,88,191053880
2022,88,191053882
2022,88,191053883
2022,88,191053885
2022,88,191053886
2022,88,191053888
2022,88,191053889
2022,88,191053891
2022,88,192017157
2022,88,192017158
2022,88,192017159
2022,88,192017160
2022,88,192017161
2022,88,192017162
2022,88,192017163
2022,88,192017164
2022,88,192017165
2022,88,192017166
2022,88,192017167
2022,88,192017168
2022,88,192017169
2022,88,192017170
2022,88,192017171
2022,88,192017172
2022,88,192017173
2022,88,192017174
2022,88,192017175
2022,88,192017176
2022,88,192017177
2022,88,192017178
2022,88,192017179
2022,88,192017180
2022,88,192017181
2022,88,192017182
2022,88,192017183
2022,88,192017184
2022,88,192017185
2022,88,192017186
2022,88,192017187
2022,88,192017190
2022,88,192017191
2022,88,192017192
2022,88,192017193
2022,88,192017194
2022,88,192017195
2022,88,192017196
2022,88,192017197
2022,88,192017198
2022,88,192017199
2022,88,192017200
2022,88,192017201
2022,88,192017202
2022,88,192017203
2022,88,192017204
2022,88,192017205
2022,88,192017206
2022,88,192017207
2022,88,192017208
2022,88,192017209
2022,88,192017210
2022,88,192017211
2022,88,192017212
2022,88,192017213
2022,88,192017214
2022,88,192017215
2022,88,192017216
2022,88,192017217
2022,88,192017218
2022,88,192017219
2022,88,192017220
2022,88,192017221
2022,88,192017223
2022,88,192017224
2022,88,192017225
2022,88,192017226
2022,88,192017227
2022,88,192017228
2022,88,192017229
2022,88,192017230
2022,88,192017231
2022,88,192017232
2022,88,197176815
2022,88,197176816
2022,88,197176817
2022,88,197176818
2022,88,197176819
2022,88,197176820
2022,88,197176821
2022,88,197176822
2022,88,197176823
2022,88,197176824
2022,88,197176825
2022,88,197176826
2022,88,197176827
2022,88,197176828
2022,88,197176829
2022,88,197176830
2022,88,197176831
2022,88,197176832
2022,88,197176833
2022,88,197176834
2022,88,197176835
2022,88,197176836
2022,88,197176837
2022,88,197176838
2022,88,197176839
2022,88,197176840
2022,88,197176841
2022,88,197176842
2022,88,197176843
2022,88,197176844
2022,88,197176845
2022,88,197176846
2022,88,197176847
2022,88,197176848
2022,88,197176849
2022,88,197176850
2022,88,197176851
2022,88,197176852
2022,88,197176853
2022,88,197176854
2022,88,197176855
2022,88,197176856
2022,88,197176857
2022,88,197176858
2022,88,197176859
2022,88,179019306
2022,88,197176860
2022,88,179019307
2022,88,197176861
2022,88,179019308
2022,88,179019309
2022,88,197176862
2022,88,179019310
2022,88,197176863
2022,88,178858291
2022,88,197176864
2022,88,178858292
2022,88,178858294
2022,88,195370671
2022,88,178858297
2022,88,195370672
2022,88,178858299
2022,88,195370673
2022,88,178858301
2022,88,181419583
2022,88,195370674
2022,88,178858306
2022,88,178858308
2022,88,195370675
2022,88,195370676
2022,88,195370677
2022,88,195370678
2022,88,195370679
2022,88,195370680
2022,88,195370681
2022,88,195370682
2022,88,195370683
2022,88,195370684
2022,88,195370685
2022,88,195370686
2022,88,195370687
2022,88,195370688
2022,88,195370689
2022,88,195370690
2022,88,195370691
2022,88,195370692
2022,88,195370693
2022,88,195370694
2022,88,195370695
2022,88,195370696
2022,88,195370697
2022,88,195370698
2022,88,195370699
2022,88,195370700
2022,88,195370701
2022,88,195370702
2022,88,195370703
2022,88,195370704
2022,88,195370705
2022,88,195370706
2022,88,196176279
2022,88,196176280
2022,88,196176281
2022,88,196176282
2022,88,196176283
2022,88,196176284
2022,88,196176285
2022,88,196176286
2022,88,196176287
2022,88,196176288
2022,88,196176289
2022,88,196176290
2022,88,196176291
2022,88,196176292
2022,88,196176293
2022,88,196176294
2022,88,196176295
2022,88,178858309
2022,88,178957123
2022,88,196176296
2022,88,196176297
2022,88,196176298
2022,88,196176299
2022,88,196176300
2022,88,196176301
2022,88,196176302
2022,88,178957124
2022,88,196176303
2022,88,196176304
2022,88,196176305
2022,88,178957125
2022,88,196176306
2022,88,196176307
