data_year,victim_id,offense_id
2022,167097974,181419583
2022,164578139,178858306
2022,164578141,178858308
2022,164578142,178858309
2022,164677381,178957123
2022,181818771,196176279
2022,181818772,196176280
2022,181818773,196176281
2022,181818773,196176282
2022,181818774,196176283
2022,181818775,196176284
2022,181818776,196176285
2022,181818777,196176286
2022,181818778,196176287
2022,181818779,196176288
2022,181818780,196176289
2022,181818781,196176290
2022,181818782,196176291
2022,181818783,196176292
2022,181818784,196176292
2022,181818785,196176293
2022,181818786,196176293
2022,181818787,196176294
2022,181818787,196176295
2022,164677382,178957124
2022,164677383,178957126
2022,164677384,178957125
2022,164677385,178957127
2022,164677386,178957128
2022,164677387,178957129
2022,164677388,178957130
2022,164677388,178957131
2022,164677389,178957132
2022,164738626,179019311
2022,164738627,179019312
2022,169051979,183382350
2022,164821124,179101278
2022,164821125,179101279
2022,164903941,179185869
2022,164921412,179204407
2022,164921413,179204408
2022,167097975,181419584
2022,165337996,179625729
2022,165337997,179625730
2022,165337998,179625731
2022,165337999,179625732
2022,165352324,179640624
2022,181818788,196176296
2022,181818788,196176297
2022,181818788,196176298
2022,181818789,196176299
2022,165691123,179993583
2022,181818790,196176301
2022,181818791,196176300
2022,181818792,196176302
2022,181818793,196176303
2022,181818794,196176304
2022,181818795,196176305
2022,181818796,196176306
2022,181818797,196176307
2022,181818798,196176308
2022,181818799,196176309
2022,181818800,196176310
2022,181818801,196176311
2022,181818802,196176312
2022,181818803,196176313
2022,181818804,196176313
2022,181818805,196176314
2022,181818806,196176315
2022,185204222,199561719
2022,185204222,199561720
2022,168320593,182644020
2022,168320593,182644021
2022,168320595,182644024
2022,165691123,179993584
2022,165352331,179640633
2022,168320596,182644025
2022,168320597,182644026
2022,167097976,181419585
2022,168320598,182644027
2022,168320598,182644028
2022,165352338,179640640
2022,168320599,182644029
2022,168320601,182644032
2022,165691127,179993588
2022,168320602,182644033
2022,168320603,182644034
2022,165691131,179993593
2022,168320604,182644035
2022,168320604,182644036
2022,165691135,179993597
2022,168320605,182644037
2022,165691140,179993603
2022,168320606,182644038
2022,165773409,180074767
2022,168320607,182644039
2022,168320607,182644040
2022,168320608,182644041
2022,165773413,180074772
2022,168320609,182644042
2022,165773415,180074774
2022,168320610,182644043
2022,168320611,182644044
2022,167086665,181408287
2022,168320613,182644046
2022,168320614,182644047
2022,168320614,182644048
2022,168320615,182644049
2022,168320616,182644050
2022,168320617,182644051
2022,168320618,182644052
2022,168320619,182644053
2022,168320620,182644054
2022,168320621,182644055
2022,168320622,182644056
2022,168320623,182644057
2022,168320624,182644058
2022,168320625,182644059
2022,168320626,182644060
2022,168320627,182644061
2022,168320628,182644062
2022,168320629,182644063
2022,168320630,182644064
2022,168320631,182644065
2022,168320632,182644066
2022,168320635,182644069
2022,168320636,182644070
2022,168320637,182644071
