data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2022,48905358,,51
2022,48905359,,51
2022,46939123,,51
2022,46286195,,51
2022,46286196,,51
2022,47319941,,51
2022,47597093,,51
2022,46277195,,51
2022,47787133,,51
2022,47787136,,51
2022,47787138,,51
2022,47787139,,51
2022,47787140,,51
2022,47787142,,51
2022,47787143,,51
2022,47787144,,51
2022,47787146,,1
2022,47787147,,1
2022,47787148,,51
2022,47787150,,51
2022,47666143,,51
2022,47804491,,51
2022,46269226,,51
2022,46560224,,51
2022,46872859,,51
2022,47173669,,51
2022,46269228,,51
2022,46280168,,51
2022,46280169,,51
2022,47307241,,51
2022,46291070,,51
2022,46282258,,51
2022,46352015,,51
2022,46295321,,51
2022,49359490,,51
2022,48151436,,51
2022,46287998,,51
2022,46872860,,51
2022,46286198,,51
2022,48151437,,51
2022,48151438,,51
2022,46286199,,51
2022,46287999,,51
2022,46291071,,51
2022,46286201,,51
2022,46288000,,51
2022,47174026,,51
2022,46560226,,51
2022,47302318,,51
2022,48151439,,51
2022,48151440,,3
2022,46560228,,51
2022,48479989,,51
2022,46621855,,51
2022,46560229,,51
2022,46560230,,51
2022,46347571,,51
2022,46560231,,51
2022,47317509,,51
2022,48151441,,51
2022,48151442,,51
2022,48151444,,51
2022,48151445,,51
2022,46560232,,51
2022,47596107,,51
2022,48367398,,51
2022,46324951,,51
2022,46324952,,51
2022,46594719,,51
2022,48151446,,51
2022,47804492,,51
2022,47507986,,51
2022,46560233,,51
2022,46324953,,51
2022,47174027,,51
2022,47174028,,51
2022,50538344,,51
2022,48151447,,51
2022,48151448,,3
2022,48178010,,51
2022,46560234,,51
2022,46324954,,51
2022,46324955,,51
2022,46664193,,51
2022,47399881,,51
2022,46560236,,51
2022,49557874,,51
2022,47173228,,51
2022,48151449,,51
2022,48151450,,51
2022,50338610,,51
2022,50338611,,51
2022,50338612,,51
2022,48069716,,51
2022,48151451,,51
2022,48151452,,51
2022,48151453,,51
2022,48151454,,51
2022,47399882,,51
2022,47319942,,51
2022,50664329,,51
2022,48151455,,51
2022,48151456,,51
2022,48151457,,51
2022,48151458,,51
2022,48151459,,51
2022,46560238,,51
2022,46560239,,51
2022,46560240,,51
2022,46560241,,51
2022,46560242,,51
2022,46560243,,51
2022,47382607,,51
2022,47382609,,51
2022,47660836,,52
2022,46869638,,3
2022,48931746,,51
2022,48151460,,51
2022,48151461,,51
2022,48931747,,51
2022,47685791,,51
2022,47685792,,51
2022,46560244,,51
2022,46560246,,51
