data_year,property_id,incident_id,prop_loss_id,stolen_count,recovered_count
2022,148570072,149258583,7,,
2022,156327966,158230667,7,,
2022,156327967,158230668,5,,
2022,156327968,158230668,7,,
2022,154604901,156236119,7,,
2022,156473418,158402484,7,,
2022,151574677,152715676,1,,
2022,151574678,152715676,7,,
2022,156327969,158230669,7,,
2022,156337820,158243390,7,,
2022,147524198,148031654,7,,
2022,153444616,154895120,1,,
2022,153444617,154895120,4,,
2022,150446774,151410242,7,,
2022,151574679,152715677,7,,
2022,148570073,149258584,1,,
2022,148570074,149258584,4,,
2022,148570075,149258584,7,,
2022,148622965,149319794,5,,1
2022,148622966,149319794,7,1,
2022,163420953,166436600,5,,1
2022,163420954,166436600,7,1,
2022,147184401,147638220,4,,
2022,151785250,152958527,4,,
2022,151785251,152958527,7,,
2022,153452097,154904589,4,,
2022,153452098,154904590,4,,
2022,147287159,147757846,7,,
2022,156327971,158230671,7,,
2022,156327972,158230672,7,,
2022,148153439,148766159,1,,
2022,153441401,154891143,7,,
2022,148036480,148628395,4,,
2022,153441402,154891144,7,,
2022,160755160,163337427,5,,1
2022,160755161,163337427,7,1,
2022,151352196,152460150,1,,
2022,148800004,149504280,1,,
2022,148800005,149504280,7,,
2022,154604902,156236120,5,,
2022,154604903,156236120,7,,
2022,147199810,147657847,1,,
2022,147199811,147657847,4,,
2022,156327973,158230673,7,,
2022,152578941,153886429,1,,
2022,152578942,153886429,4,,
2022,153441403,154891145,5,,
2022,153441404,154891145,7,,
2022,156327974,158230674,5,,1
2022,156327975,158230674,7,1,
2022,154390735,155990661,5,,
2022,154390736,155990661,7,,
2022,154390737,155990662,4,,
2022,156327976,158230675,7,,
2022,147199813,147657851,6,,
2022,155226641,156952846,4,,
2022,155226642,156952846,5,,
2022,155226643,156952846,7,,
2022,153449664,154901806,4,,
2022,155172766,156880330,6,,
2022,160755162,163337428,5,,1
2022,155172767,156880331,4,,
2022,155172768,156880331,5,,
2022,155172769,156880331,7,,
2022,155172770,156880332,4,,
2022,160755163,163337428,7,1,
2022,155172771,156880332,7,,
2022,152168289,153416962,4,,
2022,155172772,156880333,7,,
2022,155172773,156880334,6,,
2022,147354009,147829182,4,,
2022,155172774,156880335,7,,
2022,148120901,148729549,7,,
2022,147715873,148253368,7,,
2022,155172775,156880337,4,,
2022,155172776,156880337,7,,
2022,155172777,156880338,7,,
2022,161724390,164463761,7,,
2022,156411179,158329623,6,,
2022,153441405,154891147,1,,
2022,147206387,147665167,1,,
2022,156411180,158329626,6,,
2022,147206388,147665167,4,,
2022,154392741,155993124,7,,
2022,160131552,162622772,4,,
2022,160131553,162622772,7,,
2022,163228339,166220199,5,,
2022,160131554,162622773,7,,
