data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2022,4,160918314,1.000,9,14461247
2022,1,160467517,4.000,1,14397824
2022,1,163231053,8.500,1,14760407
2022,2,163231054,1.000,1,14760408
2022,12,160772080,2.000,1,14439113
2022,1,156399815,1.000,11,13834612
2022,4,156399815,1.000,11,13834613
2022,1,156399826,1.000,11,13834614
2022,8,161316720,4.000,9,14523201
2022,5,161316720,58.000,1,14523202
2022,1,163231056,11.000,1,14760409
2022,16,163231056,1.000,11,14760410
2022,8,163231057,1.000,1,14760412
2022,1,163231057,1.000,1,14760413
2022,4,160918316,12.000,1,14461252
2022,1,163228401,7.000,1,14760084
2022,5,162225275,291.000,1,14637207
2022,1,160918318,3.000,1,14461253
2022,5,163231058,95.000,1,14760415
2022,4,163231058,9.000,1,14760416
2022,8,163231059,22.000,1,14760418
2022,2,163231059,3.500,1,14760419
2022,1,163231060,11.000,1,14760421
2022,1,165031137,3.000,1,15010086
2022,4,156399842,1.000,11,13834615
2022,4,156399843,1.000,11,13834616
2022,16,156399847,1.000,11,13834617
2022,4,162006894,3.000,9,14613669
2022,1,156399847,1.000,11,13834618
2022,4,162023915,43.000,9,14615312
2022,1,162023915,2.000,9,14615313
2022,4,162818612,10.000,9,14707200
2022,16,156399849,1.000,11,13834619
2022,16,156399849,1.000,9,13834620
2022,4,156399853,1.000,11,13834621
2022,4,162818613,1.000,9,14707201
2022,4,156399870,1.000,11,13834622
2022,12,163405007,69.900,1,14784061
2022,12,156399881,1.000,9,13834623
2022,4,156399883,1.000,9,13834624
2022,4,156399889,7.000,9,13834625
2022,1,156399889,1.000,11,13834626
2022,4,163405007,4.000,9,14784062
2022,16,163405007,2.000,9,14784063
2022,4,163614248,1.000,9,14815995
2022,16,148223814,7.000,9,12640700
2022,2,163902646,2.000,9,14856208
2022,4,156399899,1.000,11,13834628
2022,4,156399901,1.000,11,13834629
2022,4,163902646,8.000,9,14856209
2022,12,157441376,5.000,9,13985178
2022,16,147296965,1.000,11,12513238
2022,4,146761007,1.000,9,12436949
2022,12,156399901,1.000,11,13834630
2022,12,147296967,8.000,1,12513239
2022,4,148153479,10.000,9,12629071
2022,1,156399925,1.000,11,13834632
2022,16,156399930,5.000,9,13834633
2022,4,156399930,1.000,9,13834634
2022,16,156399936,2.000,9,13834635
2022,4,150521023,2.000,3,12954752
