data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2022,161546777,31,1500,,
2022,161546778,8,34,,
2022,161546779,63,2,,
2022,161546780,38,8562,,
2022,161546781,19,172,2022-12-26,
2022,161546782,19,172,,
2022,161546783,42,300,,
2022,161546784,38,2500,,
2022,161546785,10,1070,,
2022,161546786,30,50000,,
2022,149357709,3,1000,,
2022,149418035,10,,,
2022,149418037,10,,,
2022,150422673,38,600,,
2022,150422674,8,50,,
2022,164093910,63,7681,,
2022,151352788,10,,,
2022,151352788,11,10,,
2022,151352788,19,749,,
2022,151352790,11,20,,
2022,151352791,63,25,2022-01-07,
2022,151352792,3,9000,2022-01-08,
2022,151352793,10,,,
2022,151352793,11,20,,
2022,151352794,3,9000,,
2022,151352795,19,204,,
2022,151352797,11,20,,
2022,151352798,19,175,,
2022,151352799,37,500,,
2022,151352800,38,2000,,
2022,151352801,38,485,,
2022,151352802,11,40,,
2022,151352803,3,100,,
2022,151352804,38,100,,
2022,151352805,38,2714,,
2022,151352806,38,2500,,
2022,151352808,22,0,,
2022,150515108,25,100,2022-03-05,
2022,150515109,11,1,,
2022,150515109,20,800,,
